N,E,Elev (m),Acc (m),aquifer,depth (ft),Results,water temp ©,pH,EC (uS/cm),TDS (mg/L),turb (NTU),TLF1 (ppb),TLF2 (ppb),TLF3 (ppb),CDOM1 (ppb),CDOM2 (ppb),CDOM3 (ppb),TLF_Avg (ppb),CDOM_Avg (ppb),TLF:CDOM,E.coli (MPN/100mL),DOC (mg/L)
0.021161304,-0.487485864,-0.809120101,-1.698256241,deep,60,safe,-0.854086479,-2.594964289,0.033663498,-0.529214773,-1.012604416,-1.822989991,0.263042662,-0.099773843,-0.409142636,0.582930135,0.39441798,0.579458846,-0.779082311,-0.548452352,-0.328137654,-1.614315243
-0.875170247,0.272537834,-1.301320834,-1.221827594,shallow,160,unknown,0.596593576,0.716888185,0.296545857,0.363144898,-1.456439576,-0.74154858,-0.326696797,1.403911473,0.824151127,0.692662918,0.505795207,-1.149502645,1.42205174,0.923572355,-1.051725319,0.471003149
0.133004564,0.871194101,-2.221715153,0.203548019,deep,unknown,safe,0.180056913,-0.734764251,0.00964134,0.71079461,-0.694331991,2.049092194,-0.301941758,-1.005160923,-1.300989162,-0.275770863,0.226603077,-1.151042208,-2.178164533,0.860717079,-1.164298392,-0.290506078
-1.064885287,-1.472896743,-0.521288022,0.489840456,deep,160,safe,0.281703803,0.106441028,0.295708594,0.520519094,0.46025687,-0.80389714,0.954302801,-0.385954369,0.648803812,-0.003209404,-1.018995221,0.383831219,-1.273114683,-1.748020182,-2.015312213,0.510778972
1.898696495,1.613335879,-1.513340382,-0.258840399,deep,400,unsafe,-0.265390364,1.637861104,-0.277925277,-0.277983339,1.911171229,-0.018649986,-0.465310142,0.03322821,0.674870008,-0.114586096,0.633022276,-0.037842698,0.61844945,-0.180718113,0.032916361,0.121015717
0.319829658,0.931313422,0.742627428,0.644950294,shallow,700,unknown,-1.513977292,-0.945654678,-0.723745082,0.732573369,2.213182611,2.043388079,-1.261505724,0.28279146,0.230734862,1.158560552,-0.872821873,0.590420939,-1.233210878,0.436244008,0.217111156,0.289455621
1.728977108,-1.949794658,-0.154360384,0.957159469,deep,unknown,safe,-0.332345414,-1.110623754,1.424252493,1.317144398,2.900774474,-0.518258138,-0.656287937,-0.767679381,-0.306975023,-0.013198731,-1.068933618,-0.330155132,-2.316865424,-0.643937301,1.559030863,-1.367730098
-0.102390529,-1.409503698,0.294088833,-0.953137501,shallow,120,unsafe,-0.751458478,-0.0354575,-0.508896815,-0.363613795,-0.522644862,0.590097992,-0.15975028,-0.361710528,-0.40906698,-0.364918306,0.23274111,0.677349369,-0.13112691,0.244362883,-2.119378293,1.324732005
1.360863573,-1.373966116,1.830602645,-0.465856814,deep,700,safe,-1.352833904,2.467365754,0.166653462,-2.112727047,0.183123465,1.23348102,1.162588935,-0.744421426,0.560219287,-0.895622573,0.573423619,-0.169291004,0.945099894,-0.47695538,0.248071526,-0.225052878
-0.493208541,0.748921094,1.796451191,0.059003264,deep,650,unknown,-0.896438036,-0.659226814,-0.477781645,0.091101789,-0.601029908,-0.851207249,-0.45109456,0.087631274,-1.219510255,-0.073913789,-0.235618747,-1.336723459,-0.321434621,-2.262003864,0.887649809,3.244029757
0.626461844,1.194619047,0.227471562,-0.772143287,deep,669,unsafe,-0.970294893,-0.774173343,-0.089433986,-0.957261864,0.251235574,1.326340077,0.075470433,-1.449455089,-0.89843694,0.588528298,1.469888623,0.967036225,0.529998218,1.281059816,0.505948453,0.48681672
-0.86007116,-0.667287112,0.559350232,-0.07296419,deep,250,safe,0.403990665,-0.246374706,-0.092993639,0.383363271,-0.696172331,1.294706741,0.327619958,-1.087441433,1.361354933,0.41730781,0.479140689,-2.01434236,-2.429570438,0.023963965,1.338318331,-2.279997313
-0.213207242,0.470646577,0.32014731,0.637911079,deep,160,safe,0.978318828,-0.055633405,-0.929215825,1.397080798,-1.302973084,-0.358458226,1.498805598,0.808532927,-0.541585632,1.46013376,-1.039392184,1.559610553,-0.920451893,-1.454254118,0.180576779,-0.683240122
-0.275146704,-0.19015507,-0.310621764,-0.856086402,deep,95,unknown,0.228653392,1.857788226,-0.403317156,1.692182177,0.9721346,-0.522770337,-1.141546862,-0.224870248,-0.894059819,0.330327667,0.595633489,-2.247796978,-1.151005619,0.261743533,0.947069302,0.075183979
1.651959529,0.664136178,-1.124841465,-0.833770957,shallow,95,safe,0.808334101,-1.248496846,-0.879514554,-0.09672361,-1.255540148,0.507311045,1.030596758,1.60835626,-0.242670169,0.931468546,-0.563641212,0.752181236,0.868404201,-0.378027764,-0.71689829,-0.627071827
-1.79030931,-0.917402499,1.136446899,0.781792895,deep,400,unsafe,1.914148902,0.187064802,-1.46988176,1.079748107,0.710642704,-0.043832761,-0.004254492,2.40271866,-0.670814696,0.619903543,1.146750399,1.018384662,-0.118848204,2.360071377,-0.176374633,-1.196743021
0.784241899,-0.347965371,0.774839351,-0.833114873,deep,669,safe,-0.959504302,0.203602308,0.365912131,-0.047081991,-0.616681534,0.046921556,-0.145142689,-0.665970787,-0.050793972,-1.370386906,1.295957959,-1.413912425,0.283492431,0.36355123,0.274982345,0.023504736
1.98788939,0.529798955,-0.419009985,0.112204517,shallow,650,safe,-0.546436893,-1.483260501,-0.708407564,-0.93363674,0.78695095,-0.843114298,-1.5147927,-0.379740226,-1.749221963,-1.250345846,-0.186533159,-0.126512038,-0.259582018,0.420615821,0.48369398,0.23102938
-1.276773093,1.188067621,1.675721456,0.621148983,shallow,200,unsafe,-0.223995685,-1.224276133,0.555210853,-0.112899317,-0.253231362,0.769843877,-0.170999738,0.622484659,0.555743603,0.247040866,-1.06503705,-1.829178828,-0.386045127,-0.241806938,0.967806725,-1.613678324
1.779911295,-1.470743685,-0.189570464,-0.220026814,shallow,280,unsafe,0.829783865,-0.424117072,0.665487822,0.351248701,0.677252878,2.567239878,0.936961234,0.980660529,-0.121812559,-0.896481819,1.422481843,-0.026359843,-0.930704687,0.315089249,-0.353776777,-0.029621532
-1.47857477,-0.102524119,-0.653703299,-0.202903406,shallow,60,unknown,-0.173343603,-0.59719933,0.256500368,-0.608083348,-0.901956012,-0.023335643,-1.65265729,-2.349296343,-2.015015939,-0.265037728,-1.190654281,-0.389835198,0.25488389,-1.107081575,-0.996896562,0.801686037
0.38211939,-0.684960101,-0.139096799,1.548389961,deep,700,unsafe,-2.184802662,-0.572463481,0.231122221,-1.223702975,-0.135180936,-0.69679946,-1.239476985,2.408961232,-0.171606527,0.291786167,-2.428441397,-0.248862256,0.173054142,-0.646754455,1.042277611,0.44213755
0.141256656,0.683414213,0.666101204,0.797660489,shallow,160,unknown,-1.196655521,-0.769002729,-1.340663111,0.086147368,0.296015436,0.77821666,0.502267874,-0.663182537,-0.439032937,0.194787871,0.674990307,0.314346384,-0.033615876,-0.751152049,2.477145157,0.205137008
0.986126034,0.134106949,-0.828390821,-0.101651043,deep,120,unsafe,0.365132584,-0.392518145,0.273160205,0.351423655,-0.679443979,0.412739941,0.781938136,-1.503451187,-0.057718409,-0.013233142,0.599937326,-0.932054175,-0.9041552,-0.887264046,-0.911717347,0.242027686
-0.480350181,1.015783263,1.04067498,-1.278973586,shallow,280,unknown,-0.141027901,-0.59616401,0.315681254,1.585730775,0.920851569,1.376523284,-1.154398539,-0.93620587,0.289083565,-0.446505035,1.874084468,0.696259438,0.241081637,-0.969289375,-0.354823846,0.677803857
0.533363121,0.945378104,-1.914634938,-1.472663233,deep,669,unknown,0.630569411,-0.261883427,0.548892145,-1.577962897,-1.27413438,1.426120735,0.89195051,-1.243212609,-0.475041726,-0.418485182,0.994581208,-0.03797278,1.184769288,-1.063762816,0.403225615,-0.114211602
-0.397477866,1.361132579,0.414743991,0.019429515,deep,650,unsafe,-0.855411932,-0.885296407,0.120308749,0.372012127,1.58977031,-1.211651961,-0.790669305,-0.179333967,-0.558599914,-2.049049553,-1.06937489,-1.169572614,0.399945997,-0.047063573,-0.55651455,-0.623825422
-0.158776108,1.373930562,-0.162444144,-0.620385154,deep,60,unknown,0.637532186,-0.916896637,-0.560218114,-0.092625373,-0.511409771,-0.325586946,-0.192580323,-1.102428156,0.064751847,-0.049527731,2.054602686,0.171924361,0.900116312,1.354409115,0.528341656,2.041876883
-1.806067775,-0.473543121,0.516774769,0.406415349,deep,120,safe,0.65387536,0.589532366,0.619073021,0.667505549,-1.320756093,0.334154768,0.320067915,-0.53118401,0.871069839,2.9997406,-1.395909714,-1.342703803,-0.003232692,-1.947281031,1.991098618,0.150906882
-0.896867097,-0.768732664,-0.641389285,0.576805449,deep,160,unknown,1.932363752,1.128284645,0.733510744,-1.735638994,1.856224217,0.802020448,0.339173654,-1.047673857,-0.851354904,-0.527243395,0.419300464,-0.398299593,-1.635730949,1.145636079,1.99939576,-1.546975284
-0.13944259,2.075426855,0.651771312,-1.316938697,shallow,90,safe,-0.048317891,0.255690197,0.395023141,-1.303514912,2.082159314,-0.497868142,-1.71278819,-0.44251316,0.099609583,0.002381083,-0.620617143,-0.282449038,1.186029745,0.017571619,-2.019602909,0.427240187
0.1292875,-0.22862448,0.147057999,0.424601411,deep,400,safe,0.581782234,1.598965083,-0.31160444,0.522622775,0.576505204,-1.00076362,0.331467482,-0.163229895,1.894631176,1.715639859,-0.084359573,0.960731228,0.210679021,-1.219462987,0.057618834,0.311745078
-2.064101324,0.339425866,-1.260259889,-0.752736778,shallow,669,safe,-0.541163664,0.615469862,-0.370436342,-0.639449894,-0.623564227,1.100153073,-0.92258243,-2.056307855,-1.365980209,0.48830404,0.212639995,1.463267138,-1.418468148,-0.770060061,0.408773828,-0.71645958
0.716283145,-1.673755989,-0.890556592,-0.19561299,shallow,50,unsafe,0.416122958,-0.988739685,1.713380855,0.493450888,-0.19577457,-1.992508577,-0.067375161,0.388794943,-0.561530042,-0.044032513,1.369657786,-0.454470703,0.864214718,1.600276219,-1.293121501,-0.862539567
-0.122843763,-0.141269637,0.074825147,-0.500052901,shallow,250,unknown,0.390244024,-0.536805999,-0.550347199,-0.658006784,0.876896576,-0.304190791,1.127595577,-0.519478146,-2.413613096,0.041148784,-2.809027441,0.81622353,-0.631506746,0.05873135,-1.128266103,-3.360624992
0.469774534,0.906929749,0.331286169,-0.245988308,deep,95,unsafe,0.547826976,-1.473171619,2.000609876,2.71762821,0.230410444,-0.644944512,-0.170431924,-0.118626064,-0.471878175,1.211915783,-0.490664567,-0.063645866,0.177234531,-0.100607127,-0.202588027,1.667479603
1.105164109,1.52160917,-0.164005397,1.431275843,deep,700,safe,-0.689559175,-0.01599276,-0.371861461,-1.129762837,0.610325607,0.485960447,0.607724007,-0.196345568,-0.119960124,0.638882862,0.134185773,0.496292372,-1.779777514,-1.106566446,-1.404860905,-0.466906692
-0.716322062,0.776705001,-2.263434889,1.785233669,deep,250,safe,-0.004189419,-0.256935063,1.66555174,0.375576809,0.185046254,-0.154457235,-1.359341414,-0.69645376,-1.421608851,2.321589536,0.781274406,1.23531262,1.466719428,0.350528005,-0.820669971,-0.658262556
1.691119799,0.640448101,0.87276791,0.214456481,deep,90,unknown,0.038114785,0.148799847,0.648302041,-0.555157566,0.740318376,1.588653675,0.191677669,1.308837119,-0.233157257,-0.867029872,0.941967496,-1.201997959,0.141522339,-0.076431057,-0.382234968,-0.303011833
0.679046423,0.57396394,-0.269008389,-1.31920088,shallow,650,unsafe,-0.111777336,-0.809647914,-0.909718726,-1.650404379,-1.388136679,-1.185167088,0.520640597,0.566600282,-0.053373006,0.296918235,0.3937146,-1.900393029,-0.576044946,-1.94551105,-1.535149982,-1.678815412
1.201988568,-0.04155542,0.113522173,0.940287728,shallow,250,unsafe,-0.311866225,0.226508009,-0.204638611,2.685097761,0.646631292,-1.417577751,-0.378408773,-1.15519791,0.803775126,0.300498564,0.497700256,-0.432195188,-0.126243703,-1.477907238,1.366994021,-0.216504215
-1.721943226,1.823468747,0.903906015,1.532623036,shallow,60,unknown,-0.514750023,0.029982255,0.512386044,0.433136935,-0.653671763,-0.253001188,1.414317617,-0.260372751,-0.002782284,1.307321672,1.021230816,0.341892973,1.591015691,1.024630448,-0.594844388,0.269882774
-0.442460145,-0.194846141,0.813025434,-1.132754282,deep,230,unsafe,-0.750759922,-0.764125192,0.411508761,-1.551790995,-0.728679129,0.169893618,1.078882341,-0.397139237,1.759278283,0.138263243,-0.833840659,0.764595051,-2.689678453,0.228712947,0.871215897,1.586822009
0.117712318,-0.44033377,-1.305214089,-1.836739073,deep,180,unknown,-0.446330066,-0.689559371,-0.493726133,-1.137687809,2.433064737,-0.557312069,-1.919403133,-0.03102238,-0.576308041,-0.81568144,0.835477963,1.54181042,0.14254981,1.020867583,-1.83533943,-0.072580924
1.482155082,1.112737879,-0.841823513,-3.273635174,shallow,90,unknown,1.896626059,0.55636975,0.583154811,-0.188737034,0.56912592,0.798319144,0.180722299,0.636280595,0.058831973,0.160939393,0.291194509,0.592388238,-0.184089908,0.322551698,-2.24190737,-1.447141442
-0.344893539,0.349653517,-0.156251588,-0.738547119,deep,180,safe,-0.724819221,-0.224639226,2.954908475,0.058789124,1.319576463,2.257058758,0.055685251,-0.898359439,-0.906757277,0.754760128,-1.258013147,-1.175661769,-1.127945274,-0.209389461,-2.433299855,0.15221437
0.419170907,0.53340951,-1.033556082,-0.77322764,shallow,50,unknown,0.553058813,-0.229577024,1.197109793,1.499612606,1.550724489,0.835500308,1.117023598,0.188766906,-1.147586928,0.132425372,-1.166893724,1.517525567,-0.967284432,-1.356130126,0.568174465,0.534303125
0.965035951,0.199424899,-1.114424083,1.564663618,deep,669,unsafe,1.382612561,0.824884773,-0.085917134,-0.48702092,0.736067121,0.325731411,1.089653553,-0.059319382,-1.066992153,0.284953861,-0.972964423,1.689691977,-1.293044291,1.929597967,-1.404111239,0.08268673
0.288512032,0.558303251,1.184035555,2.225589236,shallow,230,unsafe,0.673945999,0.845267277,-0.201100453,-1.578592832,2.245939864,1.206469706,-0.724707003,-0.762573051,0.91250608,0.23211537,-0.19252146,0.529067607,0.571467006,-1.276048541,0.627922919,-2.592580162
-0.982836612,-0.436299928,1.642540446,-0.07747866,deep,180,unsafe,1.298774626,-0.283213278,0.853235712,0.598345482,1.526395379,-0.036742794,-1.070925416,1.42958981,-1.344500064,0.952824635,0.351074192,-1.713003504,0.702313305,-1.373316244,-0.223292131,0.380404749
-0.552601604,0.112526947,-0.373194111,-1.041814133,deep,60,unsafe,-0.130277506,0.415662205,0.337087142,-1.624454442,0.06449634,-1.3034797,1.201949378,-0.218023441,2.150205089,-0.143721331,-0.519394423,-2.026925238,1.034099218,1.042891602,0.951630286,1.99312301
0.429263845,-1.132517053,2.408194213,-0.000172741,deep,400,unsafe,-1.401819851,1.682072084,0.000304085,0.037553962,0.684530947,-0.440079372,1.058653359,-0.453891758,0.5699155,-0.118553497,0.132679816,0.768668499,-0.661499049,0.796545972,-1.628465785,-0.208195917
-0.415018058,-0.224149253,-1.099521643,-0.121690877,shallow,669,unknown,-0.479569489,-0.379317755,-0.73840045,2.701323263,0.038778076,1.272582233,0.534677901,-0.418973907,1.539323315,1.147935081,0.771239912,-2.094157933,-0.246165264,-1.403402932,-0.009957818,0.231458401
-0.538368507,-0.658678242,0.391044253,0.819081811,shallow,90,unsafe,-0.148397824,0.865758023,2.926147652,-1.606597302,0.916909737,1.54540597,-1.290466805,-0.203703644,-0.161231099,0.49196913,1.853636991,0.532070389,0.673032165,-0.477475074,0.829726079,0.014607671
-0.083444566,0.889073183,-1.864062299,0.271118749,shallow,120,unknown,1.053015834,-1.044330005,0.701334235,-1.048073479,-0.662007558,2.538212006,-0.003653312,-1.487458908,-0.326095366,-0.104520512,-0.808420282,0.260277307,-1.178386465,0.229611766,0.198877699,0.946350037
-1.49943721,-0.841500901,-0.024713335,-1.26639568,shallow,400,unsafe,0.946410964,0.124520222,1.616389162,-0.598805383,2.58880604,-1.930660239,0.533613435,-1.01300339,-0.896478108,1.504088517,0.14414433,-0.157372939,-0.131337129,0.046229637,0.700681105,0.613601063
1.346234706,0.976154564,-0.744620047,0.621033463,deep,650,unknown,1.331732545,0.272142201,-2.041757363,-0.055982482,-0.407415848,0.63670507,1.838146181,0.533607865,0.556067347,-0.43160403,-0.342283427,0.766433147,-0.745940139,-0.468043332,0.187395818,-0.656186229
1.088009624,0.229208453,0.573622685,-1.144324512,deep,50,unsafe,0.050725192,0.012580628,0.149663931,-0.533846115,1.125984401,1.03678954,-0.741910022,-0.586587384,-0.111248566,-0.463311269,0.804494407,-0.089590242,0.141514962,0.93140311,-0.120967838,-0.166489988
0.557390719,0.082690692,0.697887769,0.674870704,deep,50,unsafe,0.507286918,0.040940624,0.682850457,1.697225157,-0.055498278,1.393471043,-0.963513129,1.830020989,-1.120321712,0.413828857,-0.672052138,-0.476343242,-1.058791457,1.277812033,-1.140596613,1.259298466
-0.623261207,-0.069178547,0.148258608,-0.623284893,deep,250,safe,-0.347406679,-0.991137317,-0.649189356,1.698353253,-0.385506913,0.023087442,-0.274857427,-0.02206655,0.827973796,-3.068021224,-0.823616779,1.019346053,-0.777946145,1.563191758,-0.046728226,0.01255222
-0.072687274,0.976827635,-0.449557799,-1.108271712,deep,160,safe,0.790632679,-0.593013401,1.815656545,-0.228711795,-0.016192398,1.296477515,0.737078266,-0.166405292,1.710111476,-0.232368213,-0.560307183,-0.246032279,-0.330792726,0.108560882,-1.686489638,-0.309567146
-0.629406851,1.412330271,-1.102793812,-0.403489053,deep,400,safe,0.568268156,1.62167908,-1.285799245,1.65373111,-1.191835532,-0.338071753,0.411164249,-0.117964372,1.489895845,-1.428045947,2.063420106,-0.27801408,1.056425086,1.533378674,-0.182222333,-0.394280181
0.203327226,0.677554899,-0.690969611,1.404181647,shallow,60,unsafe,-0.215098977,-0.214490533,-0.320135262,0.904598261,-0.905108102,0.263469986,-1.564197027,1.090271369,-1.11868367,0.602469396,-0.043014373,0.114557949,-2.742485194,-1.907657515,-0.138128395,1.698274366
1.496035989,-0.2193788,0.164550595,-0.173208299,deep,unknown,safe,-0.647478811,0.513751683,0.681577443,-1.733599995,1.739328777,-0.550639499,-2.032898993,1.170565372,-1.099466324,0.394053634,0.226103494,-0.026210283,-1.964512543,-1.987352485,-0.130251135,1.26447975
0.093976609,2.332363189,-0.622316504,0.684401041,deep,200,unsafe,-0.819167365,-1.800342685,-1.70119778,0.292264979,-0.127881325,-0.559302185,-2.085729908,-0.289545967,1.168632756,-0.504657497,-2.592057995,1.637328632,2.614659984,-1.844360617,-1.24630913,-1.013895757
0.375798914,1.019736652,0.252788068,-1.029223888,shallow,250,unknown,-1.257092525,0.35260977,-0.078257269,-1.472143869,0.607338557,-0.309097856,0.080733223,1.132461576,-0.481071028,-0.989061004,-0.858162798,0.655793694,0.729967404,0.115533741,0.454701953,0.032702198
0.331170875,0.505617894,0.892160657,0.065416149,shallow,650,safe,-1.103520767,-1.457309953,0.178373955,-0.109916858,-0.112344501,-0.064684822,-0.334144548,0.868245242,0.31694373,-1.636891702,-0.664745464,0.102089427,0.020308391,1.143920961,0.046313574,-1.332611928
2.03110674,-0.888652836,-0.016106962,-1.015352507,deep,120,unsafe,-0.202621271,0.247687542,0.562355631,0.092665292,-1.024651356,-1.008860507,1.490337874,-0.311497108,1.133980273,0.308340006,1.295851865,-1.240114936,-0.493640009,1.477960003,-0.448570657,-0.451205525
-0.12441559,-0.670003031,-0.113166243,-1.082274107,deep,90,unknown,-1.512776459,0.334751055,-0.235018749,1.825660009,0.039427067,-1.249476869,-0.310000529,-1.00757575,-0.935483788,0.322284728,-1.927903652,0.456103896,0.479323543,0.118837988,-0.228054904,1.307571965
-0.454464424,0.771185219,-1.195100624,-0.256246827,shallow,50,unknown,-0.285317057,-0.750365095,-0.775526735,0.086740048,0.959846402,-0.799868492,-0.499994273,0.275483713,-0.522062026,1.315995903,-2.533981598,0.736039638,0.755982197,0.570723198,-1.308966009,-0.315252959
0.653212076,-1.346921889,0.031839697,0.769673744,deep,230,unknown,-0.519895379,-0.685655069,1.272527797,-1.140688573,-1.601539918,1.82755692,0.865541701,-0.341478074,-0.168836991,-1.089033504,-0.081373811,-1.320044572,0.530207828,-2.160737876,-0.371682698,0.434505152
1.197077288,0.698234156,0.749487708,-1.428719459,shallow,60,unknown,0.252971723,-0.187559007,-1.644557307,1.105515986,-0.087897873,0.278245923,0.738410247,0.983865026,1.182279216,-0.469307409,0.545926672,-0.574683449,1.35972907,-0.019747159,0.672601953,0.114069073
-0.28153162,-1.360648252,0.585697468,-2.500953859,shallow,230,safe,-0.366572192,-0.616504528,1.370542734,0.640722095,-1.628925456,-0.006365414,1.181331019,0.045798148,0.19722125,1.000438837,0.120484795,-0.806949027,-0.504827971,-0.571592569,-1.496735805,-1.753295194
-1.375739426,0.35366282,0.977368555,-1.156760707,deep,60,safe,1.193460995,0.511756421,-0.262299482,-0.195326812,0.643648094,-0.49115093,-0.008598099,1.684489673,-1.501028132,0.378125992,-0.639773846,0.195466721,-1.185497815,-1.119147429,0.872520973,1.738531262
-0.556185272,0.110942005,-0.400266097,1.305004242,shallow,230,unknown,-0.884779719,0.831116763,0.537981411,0.111389479,0.217903992,-0.878000153,-0.34483573,-0.203588654,-0.731628681,-0.372163231,0.110026377,-0.564083652,-0.004238027,0.260040697,-0.503098384,-1.190092711
1.578866649,0.421571735,3.331781851,-0.458101916,shallow,200,unknown,0.524756323,-0.664916923,-0.331803732,-0.576967509,-0.260834906,0.828788161,-0.419609727,-0.632779836,-0.32966287,-0.633874229,-0.463890353,-0.599810484,-0.094630498,-0.15141504,-0.844124731,-1.452074495
0.21768068,-0.845318192,0.56245241,0.412847976,shallow,400,safe,-0.595030167,1.38218979,-0.979100166,1.775205362,-0.589759138,0.157393502,-0.852724243,0.089829515,-0.979259377,-0.349253006,0.012817999,0.970301878,0.613083163,-1.166819099,-0.428346968,-1.474431221
-0.206488865,0.90861698,1.741031117,1.449753937,deep,669,unsafe,-1.180985412,-0.732899084,1.312657339,-0.839684055,0.585960853,-1.450748823,-0.197608004,1.067075123,0.2869738,1.369086842,-1.910978772,-0.719121188,0.397148389,1.265706344,2.611233688,-0.570666812
0.170229491,0.317913539,-0.918039073,1.202486132,shallow,60,safe,-0.666158512,-1.120925377,-1.047460351,1.825762465,-1.034693969,1.388598718,2.801265105,1.099947375,0.248755361,-1.085775534,1.033517502,-1.351158692,-0.210716392,0.87495634,0.052512586,-0.814507201
-0.67096203,-0.48971964,0.061999993,-0.066273969,shallow,230,unknown,-0.558463963,2.243681441,-1.935122689,-0.743943687,0.659666558,1.808235663,1.832212837,0.31879919,2.004339306,-0.320080153,-0.363354842,-0.765428239,2.359112906,1.831761475,0.465151154,-0.226557163
-0.951512888,0.398314258,-0.178548922,-1.537364559,shallow,250,unknown,-0.516476267,0.891116574,-0.446995118,-0.143576,-0.272356882,-0.911448009,-1.522074139,-1.012156138,1.935155124,0.328634286,1.473043446,0.071189491,0.255054292,-0.390151011,-0.443673588,-0.517311627
1.322571622,-0.726135421,-1.243027197,0.895715255,shallow,60,safe,1.630947601,0.143465094,0.27054064,0.904520749,0.563071142,-1.05019364,0.425767507,1.545803168,-0.585671054,-0.342265078,-2.62123479,1.104275132,-0.066233952,-0.743129961,-0.672537543,0.209808418
1.549777926,0.252776237,-0.688163235,-0.49716452,deep,669,safe,0.621528029,-0.054577332,-0.997216353,0.535943986,0.104893486,-1.601946265,1.026560983,-1.080538177,0.4205885,0.10621567,0.745826462,0.268354654,1.26362558,0.975071202,2.047632624,1.141406317
0.303357531,0.601673906,2.092473886,-0.046436326,shallow,200,unknown,-0.182936025,1.258150059,0.360272424,1.746999082,-0.815560252,1.577154893,-0.693016961,-0.548145999,0.566644366,0.378990218,-1.05560042,0.229611679,0.062930848,0.175793946,-0.874161022,-1.209661559
1.279651071,-2.194190681,1.474266815,-0.170922657,shallow,280,unknown,0.846415925,0.761727263,-2.174842539,0.968444217,-1.281682911,-1.096482619,0.133495209,0.630008761,0.075917114,0.672082715,0.731358233,-0.454520853,-0.207758672,0.512650104,1.0967425,2.097419831
-0.43130812,1.356043576,-0.2155795,0.652472519,deep,90,unknown,-0.30385769,-1.576504394,-0.49640153,-0.176320144,-0.390189347,0.757149317,-1.187582555,-1.380277774,0.026957523,0.700407871,-1.072622298,-0.475655735,0.637477658,-1.078833521,1.808252147,-1.193095087
-0.250176478,0.796278218,-2.365188481,0.417141308,deep,90,unsafe,0.941713728,0.304485667,0.796778504,0.303912875,0.760113464,-0.418581194,-0.819655631,1.251138912,-0.870134124,-3.173419589,0.493073612,0.717299368,-0.026111832,0.350060653,-0.254804948,-0.149686544
-1.827849091,1.063655436,0.310089407,-2.613537754,deep,50,unsafe,-0.920837358,0.998970222,0.672572165,-0.195457355,0.306339679,0.570203476,0.321561019,-0.718144538,-2.608858067,-0.024772836,-1.234573123,1.595168418,0.41772629,0.421029757,0.925517177,0.507813723
-0.022154781,-0.701348389,0.532974915,-0.705200314,deep,230,unknown,0.789038556,0.392924734,0.024120043,-0.168461537,-0.30814595,-0.166971356,-1.361946768,0.048770581,0.809117242,1.046503535,-1.38972509,-1.11587282,0.292064937,-0.331155976,-0.918094891,1.862689569
-0.020080399,-0.814936476,-0.236943358,-0.511457955,deep,95,safe,-0.207028537,0.67668361,-0.941712195,-0.501577186,0.070818156,-1.74755498,-1.304754141,1.012697446,0.061104626,0.507055502,-0.61715367,1.211544984,-1.509774769,-3.477248419,-1.142003087,0.880187371
-0.133898617,0.684690306,0.849123182,-1.274838994,shallow,50,unknown,-1.762279107,-0.793795581,-1.528229486,-0.279829445,0.837984656,-0.793461685,-0.221299166,-0.012957548,1.922235736,-1.446185624,-1.182637015,1.330980243,1.634487031,-0.940734919,-0.842340995,-0.095530757
-1.114419605,0.438646957,-0.628299138,0.52355857,shallow,250,safe,-1.453526159,-1.526538922,-2.36925619,0.136809548,-0.836310875,-0.875155613,0.038565764,-1.494226586,1.57672869,1.198090281,0.856400395,0.255843063,-0.16679504,-0.873292418,-1.143255941,0.463904113
0.034725845,0.889653154,-1.259251849,0.325409745,shallow,90,unsafe,0.700569732,-0.226768361,1.575756215,1.755599881,-1.716033341,-0.147781325,-1.98641931,-0.124170896,-0.362452664,-0.5261699,-0.603408913,1.679925444,0.01356622,-0.064951152,1.586674614,-0.06987786
-0.645489152,-1.565777938,-0.732361683,2.222998287,shallow,50,unknown,-0.701620273,-0.740014661,0.252447336,-1.001806095,0.259166368,-0.39585749,0.544412773,1.61323662,-0.785571639,0.465308628,0.475958021,-0.157893608,1.087743541,-0.409418071,-1.732653667,0.09577787
-0.41568589,0.197660757,0.798566641,-0.431119458,deep,180,safe,-1.038891058,-0.272481937,1.310596329,0.044289824,-0.692755169,2.509601111,-0.450412925,-1.909044934,-0.745941401,-0.224995337,-2.257180816,1.58471036,-0.888325973,-0.830262555,0.589883119,1.988544909
-1.057032782,-0.015046763,-1.456904465,0.367407108,deep,unknown,unsafe,1.072569821,0.958439538,2.045513794,-0.153250632,-0.0100936,0.25772146,-0.56233038,-0.06013896,-0.046564363,-1.777406579,2.7915846,-0.981217688,0.620229816,-1.665665863,-1.737466665,0.683104989
0.172616448,0.738123101,0.487881945,-1.314818445,deep,280,safe,-0.504281038,0.460801939,-0.16243135,0.859355886,-0.481376934,1.241994987,-1.35636446,-1.841055316,-0.343842173,-0.373111187,0.839199087,-0.044873868,-0.246678312,-1.184990083,-0.361753486,-1.196834324
-1.257620651,0.732520746,-1.452346308,0.320351725,shallow,230,safe,-1.234200274,-1.855186706,1.263015073,-1.021164506,0.923562942,-0.869124908,1.393046124,-0.620619905,0.208689058,0.370262287,-0.394212234,-0.294027631,-0.709502528,-0.911999481,-1.107744138,0.781990859
